record_id,craft_cluster,state,craft_category,material,production_days,artisan_experience_years,raw_material_cost_inr,daily_wage_rate_inr,labor_cost_inr,cost_floor_inr,fair_trade_price_inr,gi_tagged,dye_type,seasonal_quarter,festive_multiplier,market_clearing_price_inr,demand_score,units_sold_monthly,buyer_rating
KS-CRAFT-0214,Jaipur Blue Pottery,Rajasthan,Pottery,"Quartz Powder, Fuller's Earth & Glass",5,26,1350.07,580.0,2900.0,4250.07,5312.59,1,Cobalt Oxide Blue Glaze,Q3 (Jul-Sep),1.15,8194.04,94.0,21,4.56
KS-CRAFT-0215,Mithila Madhubani,Bihar,Folk Painting,Handmade Recycled Paper & Canvas,2,24,1153.94,520.0,1040.0,2193.94,2742.43,1,Organic Mineral Pigments,Q3 (Jul-Sep),1.15,4226.23,91.9,19,4.75
KS-CRAFT-0216,Kashmiri Pashmina,Jammu & Kashmir,Textiles,Grade-A Changthangi Cashmere,16,15,7546.32,750.0,12000.0,19546.32,24432.9,1,Walnut Hull & Saffron Tint,Q2 (Apr-Jun),0.95,30314.96,84.1,17,4.97
KS-CRAFT-0217,Kullu Geometric Shawls,Himachal Pradesh,Textiles,Indigenous Himalayan Sheep Wool,5,28,1476.9,560.0,2800.0,4276.9,5346.12,1,Natural Unbleached Wool Hues,Q2 (Apr-Jun),0.95,6786.32,78.6,18,4.79
KS-CRAFT-0218,Kullu Geometric Shawls,Himachal Pradesh,Textiles,Indigenous Himalayan Sheep Wool,6,7,2235.83,560.0,3360.0,5595.83,6994.79,1,Vegetable Dye Borders,Q2 (Apr-Jun),0.95,8125.18,73.3,15,4.71
KS-CRAFT-0219,Mithila Madhubani,Bihar,Folk Painting,Handmade Recycled Paper & Canvas,5,33,366.57,520.0,2600.0,2966.57,3708.21,1,Organic Mineral Pigments,Q4 (Oct-Dec),1.45,7307.19,100.0,20,4.77
KS-CRAFT-0220,Bastar Wrought Iron,Chhattisgarh,Metalwork,Hand-Forged Recycled Iron,2,25,1245.85,540.0,1080.0,2325.85,2907.31,1,Charcoal Forge Oxidation,Q1 (Jan-Mar),1.1,4205.0,91.9,21,4.69
KS-CRAFT-0221,Ajrakh Handblock Print,Gujarat,Textiles,Organic Modal Cotton,3,19,615.82,600.0,1800.0,2415.82,3019.78,1,16-Stage Natural Indigo & Madder,Q4 (Oct-Dec),1.45,5539.1,100.0,24,4.7
KS-CRAFT-0222,Bastar Wrought Iron,Chhattisgarh,Metalwork,Hand-Forged Recycled Iron,4,33,1497.47,540.0,2160.0,3657.47,4571.84,1,Black Oxide Patina,Q2 (Apr-Jun),0.95,6121.77,72.6,18,4.63
KS-CRAFT-0223,Ajrakh Handblock Print,Gujarat,Textiles,Organic Modal Cotton,5,16,1283.0,600.0,3000.0,4283.0,5353.75,1,Pomegranate Rind Extract,Q3 (Jul-Sep),1.15,7705.0,93.3,22,4.63
KS-CRAFT-0224,Channapatna Lacquerware,Karnataka,Woodcraft,Seasoned Hale Wood & Vegetable Lac,1,24,265.81,650.0,650.0,915.81,1144.76,1,Organic Turmeric & Indigo Lacquer,Q1 (Jan-Mar),1.1,1707.84,93.2,20,4.79
KS-CRAFT-0225,Ajrakh Handblock Print,Gujarat,Textiles,Organic Modal Cotton,6,28,947.78,600.0,3600.0,4547.78,5684.72,1,16-Stage Natural Indigo & Madder,Q4 (Oct-Dec),1.45,11066.24,100.0,18,4.7
KS-CRAFT-0226,Dhokra Metal Casting,Chhattisgarh,Metalwork,Lost-Wax Brass & Bell Metal,10,16,1638.79,540.0,5400.0,7038.79,8798.49,1,Natural Beeswax Patina,Q4 (Oct-Dec),1.45,16126.21,100.0,22,4.54
KS-CRAFT-0227,Dhokra Metal Casting,Chhattisgarh,Metalwork,Lost-Wax Brass & Bell Metal,5,34,1398.47,540.0,2700.0,4098.47,5123.09,1,Oxidized Brass Finish,Q4 (Oct-Dec),1.45,10191.89,100.0,22,4.54
KS-CRAFT-0228,Kullu Geometric Shawls,Himachal Pradesh,Textiles,Indigenous Himalayan Sheep Wool,9,22,2012.46,560.0,5040.0,7052.46,8815.58,1,Natural Unbleached Wool Hues,Q2 (Apr-Jun),0.95,10981.33,75.5,15,4.68
KS-CRAFT-0229,Ajrakh Handblock Print,Gujarat,Textiles,Organic Modal Cotton,7,11,1182.69,600.0,4200.0,5382.69,6728.36,1,Pomegranate Rind Extract,Q2 (Apr-Jun),0.95,7588.88,79.7,19,4.71
KS-CRAFT-0230,Mithila Madhubani,Bihar,Folk Painting,Handmade Recycled Paper & Canvas,5,14,559.95,520.0,2600.0,3159.95,3949.94,1,Organic Mineral Pigments,Q2 (Apr-Jun),0.95,4718.69,82.7,21,4.67
KS-CRAFT-0231,Dhokra Metal Casting,Chhattisgarh,Metalwork,Lost-Wax Brass & Bell Metal,12,34,1860.33,540.0,6480.0,8340.33,10425.41,1,Oxidized Brass Finish,Q4 (Oct-Dec),1.45,20371.51,100.0,22,4.47
KS-CRAFT-0232,Pochampally Ikat,Telangana,Textiles,Pure Handloom Silk,7,17,1285.01,680.0,4760.0,6045.01,7556.26,1,Natural Indigo/Madder,Q2 (Apr-Jun),0.95,9297.93,78.8,19,4.77
KS-CRAFT-0233,Bastar Wrought Iron,Chhattisgarh,Metalwork,Hand-Forged Recycled Iron,6,37,525.63,540.0,3240.0,3765.63,4707.04,1,Black Oxide Patina,Q1 (Jan-Mar),1.1,7156.2,93.4,22,4.56
KS-CRAFT-0234,Dhokra Metal Casting,Chhattisgarh,Metalwork,Lost-Wax Brass & Bell Metal,5,18,2298.38,540.0,2700.0,4998.38,6247.98,1,Natural Beeswax Patina,Q4 (Oct-Dec),1.45,11412.65,100.0,25,4.56
KS-CRAFT-0235,Banarasi Brocade,Uttar Pradesh,Textiles,Mulberry Silk & Zari,8,25,5686.02,620.0,4960.0,10646.02,13307.53,1,Vegetable Dye Blend,Q2 (Apr-Jun),0.95,15973.03,73.3,14,4.8
KS-CRAFT-0236,Pochampally Ikat,Telangana,Textiles,Pure Handloom Silk,7,13,2751.83,680.0,4760.0,7511.83,9389.79,1,Vegetable Dye Blend,Q3 (Jul-Sep),1.15,13078.81,91.1,23,4.9
KS-CRAFT-0237,Banarasi Brocade,Uttar Pradesh,Textiles,Mulberry Silk & Zari,11,20,6150.71,620.0,6820.0,12970.71,16213.39,1,Metallic Zari & Organic Dip,Q2 (Apr-Jun),0.95,20071.75,73.2,13,4.83
KS-CRAFT-0238,Dhokra Metal Casting,Chhattisgarh,Metalwork,Lost-Wax Brass & Bell Metal,11,20,1170.13,540.0,5940.0,7110.13,8887.66,1,Oxidized Brass Finish,Q4 (Oct-Dec),1.45,16386.95,100.0,25,4.47
KS-CRAFT-0239,Bastar Wrought Iron,Chhattisgarh,Metalwork,Hand-Forged Recycled Iron,7,26,1429.97,540.0,3780.0,5209.97,6512.46,1,Black Oxide Patina,Q3 (Jul-Sep),1.15,9661.62,87.6,21,4.63
KS-CRAFT-0240,Kullu Geometric Shawls,Himachal Pradesh,Textiles,Indigenous Himalayan Sheep Wool,9,37,914.0,560.0,5040.0,5954.0,7442.5,1,Vegetable Dye Borders,Q3 (Jul-Sep),1.15,12159.13,94.0,19,4.72
KS-CRAFT-0241,Bastar Wrought Iron,Chhattisgarh,Metalwork,Hand-Forged Recycled Iron,6,24,1337.66,540.0,3240.0,4577.66,5722.07,1,Charcoal Forge Oxidation,Q2 (Apr-Jun),0.95,6753.63,79.6,20,4.45
KS-CRAFT-0242,Mithila Madhubani,Bihar,Folk Painting,Handmade Recycled Paper & Canvas,5,30,300.61,520.0,2600.0,2900.61,3625.76,1,Natural Plant Extracts (Haldi/Neel),Q4 (Oct-Dec),1.45,7288.08,100.0,25,4.77
KS-CRAFT-0243,Banarasi Brocade,Uttar Pradesh,Textiles,Mulberry Silk & Zari,9,13,2554.41,620.0,5580.0,8134.41,10168.01,1,Vegetable Dye Blend,Q3 (Jul-Sep),1.15,14788.12,97.4,21,4.77
KS-CRAFT-0244,Banarasi Brocade,Uttar Pradesh,Textiles,Mulberry Silk & Zari,8,11,4250.27,620.0,4960.0,9210.27,11512.84,1,Vegetable Dye Blend,Q1 (Jan-Mar),1.1,14764.43,92.6,23,5.0
KS-CRAFT-0245,Jaipur Blue Pottery,Rajasthan,Pottery,"Quartz Powder, Fuller's Earth & Glass",5,27,531.45,580.0,2900.0,3431.45,4289.31,1,Cobalt Oxide Blue Glaze,Q2 (Apr-Jun),0.95,5160.83,76.3,15,4.55
KS-CRAFT-0246,Mithila Madhubani,Bihar,Folk Painting,Handmade Recycled Paper & Canvas,2,3,777.46,520.0,1040.0,1817.46,2271.82,1,Natural Plant Extracts (Haldi/Neel),Q2 (Apr-Jun),0.95,2529.29,80.9,18,4.59
KS-CRAFT-0247,Jaipur Blue Pottery,Rajasthan,Pottery,"Quartz Powder, Fuller's Earth & Glass",3,9,549.69,580.0,1740.0,2289.69,2862.11,1,Cobalt Oxide Blue Glaze,Q4 (Oct-Dec),1.45,5081.88,100.0,26,4.53
KS-CRAFT-0248,Mithila Madhubani,Bihar,Folk Painting,Handmade Recycled Paper & Canvas,4,18,880.16,520.0,2080.0,2960.16,3700.2,1,Organic Mineral Pigments,Q2 (Apr-Jun),0.95,4573.28,80.5,20,4.71
KS-CRAFT-0249,Channapatna Lacquerware,Karnataka,Woodcraft,Seasoned Hale Wood & Vegetable Lac,5,15,674.85,650.0,3250.0,3924.85,4906.06,1,Natural Vegetable Resins,Q2 (Apr-Jun),0.95,5903.7,81.7,20,4.71
KS-CRAFT-0250,Jaipur Blue Pottery,Rajasthan,Pottery,"Quartz Powder, Fuller's Earth & Glass",3,7,1024.52,580.0,1740.0,2764.52,3455.65,1,Cobalt Oxide Blue Glaze,Q1 (Jan-Mar),1.1,4789.93,95.7,18,4.67
KS-CRAFT-0251,Kashmiri Pashmina,Jammu & Kashmir,Textiles,Grade-A Changthangi Cashmere,18,14,9690.38,750.0,13500.0,23190.38,28987.98,1,Walnut Hull & Saffron Tint,Q4 (Oct-Dec),1.45,49738.55,100.0,20,4.81
KS-CRAFT-0252,Pochampally Ikat,Telangana,Textiles,Pure Handloom Silk,7,35,2834.28,680.0,4760.0,7594.28,9492.85,1,Vegetable Dye Blend,Q4 (Oct-Dec),1.45,19160.81,100.0,22,4.8
KS-CRAFT-0253,Channapatna Lacquerware,Karnataka,Woodcraft,Seasoned Hale Wood & Vegetable Lac,3,16,305.32,650.0,1950.0,2255.32,2819.15,0,Organic Turmeric & Indigo Lacquer,Q1 (Jan-Mar),1.1,3394.83,77.1,18,4.86
KS-CRAFT-0254,Banarasi Brocade,Uttar Pradesh,Textiles,Mulberry Silk & Zari,16,18,4081.19,620.0,9920.0,14001.19,17501.49,1,Metallic Zari & Organic Dip,Q3 (Jul-Sep),1.15,26552.41,89.1,20,4.76
KS-CRAFT-0255,Mithila Madhubani,Bihar,Folk Painting,Handmade Recycled Paper & Canvas,2,3,937.11,520.0,1040.0,1977.11,2471.39,1,Organic Mineral Pigments,Q1 (Jan-Mar),1.1,3212.24,93.7,22,4.59
KS-CRAFT-0256,Mithila Madhubani,Bihar,Folk Painting,Handmade Recycled Paper & Canvas,7,4,1097.77,520.0,3640.0,4737.77,5922.21,1,Organic Mineral Pigments,Q3 (Jul-Sep),1.15,7886.49,88.4,21,4.69
KS-CRAFT-0257,Banarasi Brocade,Uttar Pradesh,Textiles,Mulberry Silk & Zari,12,6,4396.36,620.0,7440.0,11836.36,14795.45,1,Metallic Zari & Organic Dip,Q4 (Oct-Dec),1.45,25329.44,100.0,18,4.89
KS-CRAFT-0258,Banarasi Brocade,Uttar Pradesh,Textiles,Mulberry Silk & Zari,16,5,4387.95,620.0,9920.0,14307.95,17884.94,1,Metallic Zari & Organic Dip,Q2 (Apr-Jun),0.95,19716.45,77.6,16,4.79
KS-CRAFT-0259,Pochampally Ikat,Telangana,Textiles,Pure Handloom Silk,6,29,2036.69,680.0,4080.0,6116.69,7645.86,1,Vegetable Dye Blend,Q4 (Oct-Dec),1.45,14410.21,100.0,21,4.78
KS-CRAFT-0260,Pochampally Ikat,Telangana,Textiles,Pure Handloom Silk,6,5,3291.28,680.0,4080.0,7371.28,9214.1,0,Natural Indigo/Madder,Q2 (Apr-Jun),0.95,9400.2,72.8,17,4.73
KS-CRAFT-0261,Banarasi Brocade,Uttar Pradesh,Textiles,Mulberry Silk & Zari,5,21,3786.35,620.0,3100.0,6886.35,8607.94,1,Vegetable Dye Blend,Q4 (Oct-Dec),1.45,16399.48,100.0,21,4.99
KS-CRAFT-0262,Dhokra Metal Casting,Chhattisgarh,Metalwork,Lost-Wax Brass & Bell Metal,6,29,912.12,540.0,3240.0,4152.12,5190.15,1,Oxidized Brass Finish,Q2 (Apr-Jun),0.95,6645.61,80.5,14,4.53
KS-CRAFT-0263,Jaipur Blue Pottery,Rajasthan,Pottery,"Quartz Powder, Fuller's Earth & Glass",2,18,685.97,580.0,1160.0,1845.97,2307.46,1,Cobalt Oxide Blue Glaze,Q3 (Jul-Sep),1.15,3516.71,89.4,18,4.46
KS-CRAFT-0264,Dhokra Metal Casting,Chhattisgarh,Metalwork,Lost-Wax Brass & Bell Metal,9,8,1771.07,540.0,4860.0,6631.07,8288.84,1,Natural Beeswax Patina,Q4 (Oct-Dec),1.45,14715.49,100.0,23,4.47
KS-CRAFT-0265,Mithila Madhubani,Bihar,Folk Painting,Handmade Recycled Paper & Canvas,4,23,534.89,520.0,2080.0,2614.89,3268.61,0,Organic Mineral Pigments,Q2 (Apr-Jun),0.95,3566.39,71.1,14,4.62
KS-CRAFT-0266,Banarasi Brocade,Uttar Pradesh,Textiles,Mulberry Silk & Zari,7,9,5553.73,620.0,4340.0,9893.73,12367.16,1,Metallic Zari & Organic Dip,Q2 (Apr-Jun),0.95,14189.11,75.6,14,4.84
KS-CRAFT-0267,Dhokra Metal Casting,Chhattisgarh,Metalwork,Lost-Wax Brass & Bell Metal,8,10,1780.36,540.0,4320.0,6100.36,7625.45,1,Oxidized Brass Finish,Q4 (Oct-Dec),1.45,13920.49,100.0,18,4.66
KS-CRAFT-0268,Ajrakh Handblock Print,Gujarat,Textiles,Organic Modal Cotton,3,25,1666.74,600.0,1800.0,3466.74,4333.42,1,16-Stage Natural Indigo & Madder,Q2 (Apr-Jun),0.95,5473.67,74.9,19,4.56
KS-CRAFT-0269,Jaipur Blue Pottery,Rajasthan,Pottery,"Quartz Powder, Fuller's Earth & Glass",6,18,1310.29,580.0,3480.0,4790.29,5987.86,1,Cobalt Oxide Blue Glaze,Q4 (Oct-Dec),1.45,11322.96,100.0,17,4.66
KS-CRAFT-0270,Dhokra Metal Casting,Chhattisgarh,Metalwork,Lost-Wax Brass & Bell Metal,7,26,2464.98,540.0,3780.0,6244.98,7806.22,1,Natural Beeswax Patina,Q2 (Apr-Jun),0.95,9812.68,74.8,18,4.46
KS-CRAFT-0271,Banarasi Brocade,Uttar Pradesh,Textiles,Mulberry Silk & Zari,15,11,4106.75,620.0,9300.0,13406.75,16758.44,1,Vegetable Dye Blend,Q2 (Apr-Jun),0.95,18779.61,83.7,15,4.98
KS-CRAFT-0272,Jaipur Blue Pottery,Rajasthan,Pottery,"Quartz Powder, Fuller's Earth & Glass",5,30,483.9,580.0,2900.0,3383.9,4229.88,1,Cobalt Oxide Blue Glaze,Q4 (Oct-Dec),1.45,8523.63,100.0,21,4.49
KS-CRAFT-0273,Kashmiri Pashmina,Jammu & Kashmir,Textiles,Grade-A Changthangi Cashmere,16,38,9239.47,750.0,12000.0,21239.47,26549.34,1,Walnut Hull & Saffron Tint,Q2 (Apr-Jun),0.95,34101.17,73.3,14,5.0
KS-CRAFT-0274,Bastar Wrought Iron,Chhattisgarh,Metalwork,Hand-Forged Recycled Iron,7,37,1493.5,540.0,3780.0,5273.5,6591.88,1,Black Oxide Patina,Q2 (Apr-Jun),0.95,8859.85,76.1,17,4.57
KS-CRAFT-0275,Kashmiri Pashmina,Jammu & Kashmir,Textiles,Grade-A Changthangi Cashmere,19,4,7069.14,750.0,14250.0,21319.14,26648.92,1,Walnut Hull & Saffron Tint,Q3 (Jul-Sep),1.15,34615.48,98.1,19,5.0
KS-CRAFT-0276,Kullu Geometric Shawls,Himachal Pradesh,Textiles,Indigenous Himalayan Sheep Wool,9,17,1851.18,560.0,5040.0,6891.18,8613.98,0,Natural Unbleached Wool Hues,Q3 (Jul-Sep),1.15,10584.57,78.6,17,4.85
KS-CRAFT-0277,Pochampally Ikat,Telangana,Textiles,Pure Handloom Silk,9,14,2122.49,680.0,6120.0,8242.49,10303.11,1,Vegetable Dye Blend,Q2 (Apr-Jun),0.95,12533.32,80.5,20,4.66
KS-CRAFT-0278,Ajrakh Handblock Print,Gujarat,Textiles,Organic Modal Cotton,7,34,2022.55,600.0,4200.0,6222.55,7778.19,1,16-Stage Natural Indigo & Madder,Q2 (Apr-Jun),0.95,10032.19,72.6,14,4.6
KS-CRAFT-0279,Bastar Wrought Iron,Chhattisgarh,Metalwork,Hand-Forged Recycled Iron,2,15,764.91,540.0,1080.0,1844.91,2306.14,1,Black Oxide Patina,Q4 (Oct-Dec),1.45,4264.92,100.0,25,4.53
KS-CRAFT-0280,Pochampally Ikat,Telangana,Textiles,Pure Handloom Silk,5,36,3213.35,680.0,3400.0,6613.35,8266.69,1,Natural Indigo/Madder,Q2 (Apr-Jun),0.95,10628.86,83.7,17,4.68
KS-CRAFT-0281,Channapatna Lacquerware,Karnataka,Woodcraft,Seasoned Hale Wood & Vegetable Lac,2,30,933.1,650.0,1300.0,2233.1,2791.38,1,Natural Vegetable Resins,Q3 (Jul-Sep),1.15,4351.13,89.8,23,4.82
KS-CRAFT-0282,Kashmiri Pashmina,Jammu & Kashmir,Textiles,Grade-A Changthangi Cashmere,14,14,10822.55,750.0,10500.0,21322.55,26653.19,1,Pure Natural Cashmere,Q3 (Jul-Sep),1.15,36687.92,97.0,25,5.0
KS-CRAFT-0283,Jaipur Blue Pottery,Rajasthan,Pottery,"Quartz Powder, Fuller's Earth & Glass",3,17,1142.75,580.0,1740.0,2882.75,3603.44,1,Cobalt Oxide Blue Glaze,Q1 (Jan-Mar),1.1,5211.25,85.4,20,4.51
KS-CRAFT-0284,Ajrakh Handblock Print,Gujarat,Textiles,Organic Modal Cotton,8,8,1927.98,600.0,4800.0,6727.98,8409.97,1,Pomegranate Rind Extract,Q2 (Apr-Jun),0.95,9599.96,74.9,14,4.57
KS-CRAFT-0285,Channapatna Lacquerware,Karnataka,Woodcraft,Seasoned Hale Wood & Vegetable Lac,1,31,283.7,650.0,650.0,933.7,1167.12,1,Organic Turmeric & Indigo Lacquer,Q1 (Jan-Mar),1.1,1787.88,90.0,19,4.79
KS-CRAFT-0286,Banarasi Brocade,Uttar Pradesh,Textiles,Mulberry Silk & Zari,14,17,4999.17,620.0,8680.0,13679.17,17098.96,1,Metallic Zari & Organic Dip,Q4 (Oct-Dec),1.45,32171.03,100.0,17,4.82
KS-CRAFT-0287,Banarasi Brocade,Uttar Pradesh,Textiles,Mulberry Silk & Zari,10,27,2931.45,620.0,6200.0,9131.45,11414.31,1,Metallic Zari & Organic Dip,Q1 (Jan-Mar),1.1,16629.37,95.2,17,4.9
KS-CRAFT-0288,Kashmiri Pashmina,Jammu & Kashmir,Textiles,Grade-A Changthangi Cashmere,7,13,8597.57,750.0,5250.0,13847.57,17309.46,1,Pure Natural Cashmere,Q4 (Oct-Dec),1.45,29993.0,100.0,19,4.85
KS-CRAFT-0289,Bastar Wrought Iron,Chhattisgarh,Metalwork,Hand-Forged Recycled Iron,7,18,709.68,540.0,3780.0,4489.68,5612.1,1,Black Oxide Patina,Q3 (Jul-Sep),1.15,8228.94,98.5,18,4.54
KS-CRAFT-0290,Jaipur Blue Pottery,Rajasthan,Pottery,"Quartz Powder, Fuller's Earth & Glass",4,33,1397.48,580.0,2320.0,3717.48,4646.85,1,Cobalt Oxide Blue Glaze,Q1 (Jan-Mar),1.1,6715.98,91.8,24,4.57
KS-CRAFT-0291,Banarasi Brocade,Uttar Pradesh,Textiles,Mulberry Silk & Zari,11,19,4225.06,620.0,6820.0,11045.06,13806.32,1,Vegetable Dye Blend,Q3 (Jul-Sep),1.15,19563.35,99.1,20,4.86
KS-CRAFT-0292,Channapatna Lacquerware,Karnataka,Woodcraft,Seasoned Hale Wood & Vegetable Lac,4,20,434.38,650.0,2600.0,3034.38,3792.98,1,Organic Turmeric & Indigo Lacquer,Q4 (Oct-Dec),1.45,7202.33,100.0,18,4.74
KS-CRAFT-0293,Bastar Wrought Iron,Chhattisgarh,Metalwork,Hand-Forged Recycled Iron,6,6,650.26,540.0,3240.0,3890.26,4862.83,1,Black Oxide Patina,Q4 (Oct-Dec),1.45,8824.45,100.0,26,4.59
KS-CRAFT-0294,Dhokra Metal Casting,Chhattisgarh,Metalwork,Lost-Wax Brass & Bell Metal,8,5,1050.01,540.0,4320.0,5370.01,6712.51,1,Natural Beeswax Patina,Q4 (Oct-Dec),1.45,11152.02,100.0,19,4.7
KS-CRAFT-0295,Dhokra Metal Casting,Chhattisgarh,Metalwork,Lost-Wax Brass & Bell Metal,6,8,981.08,540.0,3240.0,4221.08,5276.35,0,Oxidized Brass Finish,Q2 (Apr-Jun),0.95,5109.77,72.2,13,4.6
KS-CRAFT-0296,Ajrakh Handblock Print,Gujarat,Textiles,Organic Modal Cotton,3,28,1182.15,600.0,1800.0,2982.15,3727.69,1,Pomegranate Rind Extract,Q1 (Jan-Mar),1.1,5440.04,95.5,17,4.73
KS-CRAFT-0297,Kashmiri Pashmina,Jammu & Kashmir,Textiles,Grade-A Changthangi Cashmere,10,12,8437.2,750.0,7500.0,15937.2,19921.5,1,Walnut Hull & Saffron Tint,Q4 (Oct-Dec),1.45,37060.64,100.0,18,4.87
KS-CRAFT-0298,Bastar Wrought Iron,Chhattisgarh,Metalwork,Hand-Forged Recycled Iron,5,34,690.55,540.0,2700.0,3390.55,4238.19,1,Black Oxide Patina,Q3 (Jul-Sep),1.15,6320.11,91.2,17,4.6
KS-CRAFT-0299,Jaipur Blue Pottery,Rajasthan,Pottery,"Quartz Powder, Fuller's Earth & Glass",5,24,1473.01,580.0,2900.0,4373.01,5466.26,1,Cobalt Oxide Blue Glaze,Q1 (Jan-Mar),1.1,8012.37,95.5,24,4.46
KS-CRAFT-0300,Channapatna Lacquerware,Karnataka,Woodcraft,Seasoned Hale Wood & Vegetable Lac,3,9,839.99,650.0,1950.0,2789.99,3487.49,0,Organic Turmeric & Indigo Lacquer,Q3 (Jul-Sep),1.15,4079.77,88.2,19,4.86
KS-CRAFT-0301,Channapatna Lacquerware,Karnataka,Woodcraft,Seasoned Hale Wood & Vegetable Lac,5,15,701.89,650.0,3250.0,3951.89,4939.86,1,Natural Vegetable Resins,Q4 (Oct-Dec),1.45,9156.91,100.0,25,4.86
KS-CRAFT-0302,Bastar Wrought Iron,Chhattisgarh,Metalwork,Hand-Forged Recycled Iron,2,35,742.24,540.0,1080.0,1822.24,2277.8,1,Charcoal Forge Oxidation,Q2 (Apr-Jun),0.95,2857.82,82.9,16,4.46
KS-CRAFT-0303,Pochampally Ikat,Telangana,Textiles,Pure Handloom Silk,3,15,3586.88,680.0,2040.0,5626.88,7033.6,1,Vegetable Dye Blend,Q4 (Oct-Dec),1.45,12740.71,100.0,18,4.66
KS-CRAFT-0304,Ajrakh Handblock Print,Gujarat,Textiles,Organic Modal Cotton,7,33,1269.16,600.0,4200.0,5469.16,6836.45,1,Pomegranate Rind Extract,Q4 (Oct-Dec),1.45,13206.7,100.0,20,4.76
KS-CRAFT-0305,Banarasi Brocade,Uttar Pradesh,Textiles,Mulberry Silk & Zari,5,13,3862.23,620.0,3100.0,6962.23,8702.79,1,Metallic Zari & Organic Dip,Q3 (Jul-Sep),1.15,12817.86,96.0,22,4.82
KS-CRAFT-0306,Jaipur Blue Pottery,Rajasthan,Pottery,"Quartz Powder, Fuller's Earth & Glass",2,11,995.21,580.0,1160.0,2155.21,2694.01,1,Cobalt Oxide Blue Glaze,Q1 (Jan-Mar),1.1,3532.0,91.5,23,4.63
KS-CRAFT-0307,Channapatna Lacquerware,Karnataka,Woodcraft,Seasoned Hale Wood & Vegetable Lac,4,32,846.11,650.0,2600.0,3446.11,4307.64,1,Natural Vegetable Resins,Q4 (Oct-Dec),1.45,8250.73,100.0,23,4.8
KS-CRAFT-0308,Pochampally Ikat,Telangana,Textiles,Pure Handloom Silk,7,9,1976.04,680.0,4760.0,6736.04,8420.05,1,Vegetable Dye Blend,Q3 (Jul-Sep),1.15,12321.27,95.9,24,4.72
KS-CRAFT-0309,Channapatna Lacquerware,Karnataka,Woodcraft,Seasoned Hale Wood & Vegetable Lac,2,18,612.11,650.0,1300.0,1912.11,2390.14,1,Natural Vegetable Resins,Q2 (Apr-Jun),0.95,2920.39,80.3,19,4.81
KS-CRAFT-0310,Channapatna Lacquerware,Karnataka,Woodcraft,Seasoned Hale Wood & Vegetable Lac,4,5,533.22,650.0,2600.0,3133.22,3916.52,1,Organic Turmeric & Indigo Lacquer,Q3 (Jul-Sep),1.15,5278.91,96.8,23,4.81
KS-CRAFT-0311,Kullu Geometric Shawls,Himachal Pradesh,Textiles,Indigenous Himalayan Sheep Wool,7,13,1340.35,560.0,3920.0,5260.35,6575.44,1,Natural Unbleached Wool Hues,Q3 (Jul-Sep),1.15,9162.89,93.7,22,4.83
KS-CRAFT-0312,Bastar Wrought Iron,Chhattisgarh,Metalwork,Hand-Forged Recycled Iron,7,8,1389.55,540.0,3780.0,5169.55,6461.94,1,Charcoal Forge Oxidation,Q2 (Apr-Jun),0.95,7594.78,75.5,18,4.53
KS-CRAFT-0313,Channapatna Lacquerware,Karnataka,Woodcraft,Seasoned Hale Wood & Vegetable Lac,4,33,845.85,650.0,2600.0,3445.85,4307.31,1,Organic Turmeric & Indigo Lacquer,Q3 (Jul-Sep),1.15,6684.25,90.1,16,4.82
KS-CRAFT-0314,Bastar Wrought Iron,Chhattisgarh,Metalwork,Hand-Forged Recycled Iron,5,12,459.47,540.0,2700.0,3159.47,3949.34,1,Charcoal Forge Oxidation,Q3 (Jul-Sep),1.15,5504.64,100.0,25,4.7
KS-CRAFT-0315,Mithila Madhubani,Bihar,Folk Painting,Handmade Recycled Paper & Canvas,7,8,462.32,520.0,3640.0,4102.32,5127.9,1,Natural Plant Extracts (Haldi/Neel),Q3 (Jul-Sep),1.15,6991.85,88.3,19,4.6
KS-CRAFT-0316,Mithila Madhubani,Bihar,Folk Painting,Handmade Recycled Paper & Canvas,5,8,1006.69,520.0,2600.0,3606.69,4508.36,1,Organic Mineral Pigments,Q2 (Apr-Jun),0.95,5242.0,76.7,20,4.65
KS-CRAFT-0317,Pochampally Ikat,Telangana,Textiles,Pure Handloom Silk,8,23,3670.18,680.0,5440.0,9110.18,11387.73,1,Natural Indigo/Madder,Q2 (Apr-Jun),0.95,13341.8,71.5,17,4.71
KS-CRAFT-0318,Ajrakh Handblock Print,Gujarat,Textiles,Organic Modal Cotton,4,35,754.06,600.0,2400.0,3154.06,3942.57,1,16-Stage Natural Indigo & Madder,Q3 (Jul-Sep),1.15,5921.45,88.2,23,4.66
KS-CRAFT-0319,Bastar Wrought Iron,Chhattisgarh,Metalwork,Hand-Forged Recycled Iron,5,11,1376.77,540.0,2700.0,4076.77,5095.96,1,Black Oxide Patina,Q3 (Jul-Sep),1.15,7081.1,90.0,23,4.68
KS-CRAFT-0320,Jaipur Blue Pottery,Rajasthan,Pottery,"Quartz Powder, Fuller's Earth & Glass",3,11,707.97,580.0,1740.0,2447.97,3059.96,1,Cobalt Oxide Blue Glaze,Q1 (Jan-Mar),1.1,4161.21,85.7,18,4.61
